Universwater	UNIVERSWATER è un progetto finanziato dall’UE che mira a ottimizzare l’uso delle risorse idriche con tecnologie all’avanguardia e metodi sostenibili. L’obiettivo del progetto è aiutare le comunità ad affrontare le sfide agro-idriche, trasformando il settore della gestione agro-idrica. La qualità e la quantità dell’acqua sono sottoposte a una pressione crescente da parte delle attività agricole, esacerbate dai cambiamenti climatici.	https://www.planetek.it/sites/default/files/social-banners/universwater-minibanner.jpg	https://www.planetek.it/progetti/universwater	2024-08-09T12:53:42+02:00
ASI In-Orbit Space Lab	Un laboratorio in orbita terrestre per sperimentare modelli innovativi per l’osservazione della Terra. Finanziato da fondi PNRR, l'In-Orbit Space Lab sviluppato da Planetek Italia, D-Orbit e AIKO, ha l'obiettivo di supportare le attività dell’Agenzia Spaziale Italiana (ASI). L'Agenzia Spaziale Italiana (ASI) punta sull'Osservazione della Terra, avviando il potenziamento del Centro Spaziale di Matera e sviluppando un laboratorio orbitale chiamato In-Orbit Space Lab con i fondi del PNRR.	https://www.planetek.it/sites/default/files/social-banners/ION_satellite_carrier_by_D-Orbit-1920_0.jpg	https://www.planetek.it/progetti/asi_in_orbit_space_lab	2024-08-09T12:38:36+02:00
Monitorare la riforestazione in Arabia Saudita	L’Arabia Saudita sta attuando una serie di iniziative per combattere la desertificazione. Tra queste figurano l’iniziativa “Green Saudi”, che mira a piantare 10 miliardi di alberi in tutto il Paese, e il “Centro nazionale per lo sviluppo della vegetazione e la lotta alla desertificazione”, che sta lavorando per sviluppare piante resistenti alla siccità e migliorare le pratiche di gestione dell’acqua. L’Arabia Saudita ha attivato 77 iniziative per contribuire a raggiungere i tre obiettivi della Saudi Green Initiative e ottenere cambiamenti positivi e duraturi.	https://www.planetek.it/sites/default/files/social-banners/NCVC-Afforestation-monitoring-Saudi-Green-Initiative-banner.jpg	https://www.planetek.it/progetti/monitorare_la_riforestazione_in_arabia_saudita	2024-08-08T17:19:52+02:00
EO AFRICA Gestione della Risorsa Idrica	Il progetto EO AFRICA Water Resources Management (WRM), promosso dall’Agenzia Spaziale Europea (ESA) mira a sviluppare e validare tecniche sperimentali di analisi di Earth observation (EO) per stimare lo stress idrico e l’evapotraspirazione delle colture. Al fine di riposizionare il settore agricolo per una migliore gestione dell’acqua, questo esperimento cerca di effettuare una rivalutazione approfondita delle perdite d’acqua attraverso l’evaporazione dal suolo e la traspirazione delle colture.	https://www.planetek.it/sites/default/files/social-banners/ESA-EO-AFRICA-WRM-02.jpg	https://www.planetek.it/progetti/eo_africa_gestione_della_risorsa_idrica	2024-08-08T15:38:04+02:00
Our Ocean from Space: le coste e gli oceani visti dallo spazio	"Our Ocean from Space" è una mostra itinerante che propone delle splendide immagini satellitari dei nostri Oceani e degli ecosistemi marini per raccontare le dinamiche e le problematiche legate a questi ambienti vitali e fragili. Planetek Italia è tra gli sponsor e contributori della mostra, inaugurata lo scorso 10 Aprile a Barcellona in occasione della Ocean Decade Conference delle Nazioni Unite. "Our Ocean from Space" è una coproduzione UNESCO ed ESA, che ha l'obiettivo di sensibilizzare sulla necessità di salvaguardare l'oceano osservando le dinamiche e l'impatto delle attività umane.	https://www.planetek.it/sites/default/files/social-banners/Our_Ocean_from_Space_banner.jpg	https://www.planetek.it/news_eventi/archivio_news/2024/08/our_ocean_from_space_le_coste_e_gli_oceani_visti_dallo_spazio	2024-08-08T12:51:44+02:00
Planetek Academy: Business e negoziazione efficace per la Space Economy	Planetek Academy: “Business e negoziazione efficace per la Space Economy” Planetek Academy “Business e negoziazione efficace per la Space Economy” è un percorso formativo gratuito e innovativo, promosso e organizzato da Planetek Italia, destinato a professionisti nei settori di Geomatica, Ingegneria e ICT. Il percorso mira a potenziare le conoscenze e competenze necessarie per accedere alle opportunità lavorative nel settore dell'osservazione della Terra e dello Spazio.	https://www.planetek.it/sites/default/files/social-banners/Planetek-Academy-2024-banner-square.jpg	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/08/planetek_academy_business_e_negoziazione_efficace_per_la_space_economy	2024-08-07T16:52:42+02:00
Ecomondo 2024	Planetek Italia sarà presente a Ecomondo dal 5 all’8 Novembre 2024 a Rimini. Ecomondo è l’evento internazionale di riferimento in Europa e nel bacino del Mediterraneo per le tecnologie, i servizi e le soluzioni industriali nei settori della green and circular economy. Un evento che da anni è diventato il punto di incontro e di dialogo tra industrie, stakeholder, policy maker, opinion leader, autorità locali, mondo della ricerca e delle istituzioni con l'obiettivo di mettere a sistema gli elementi chiave che definiscono le strategie di sviluppo della politica ambientale dell’Unione Europea.	https://www.planetek.it/sites/default/files/social-banners/ECOMONDO_square-1080.jpg	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/08/ecomondo_2024	2024-08-01T12:13:39+02:00
IAC 2024 - International Astronautical Congress	Planetek Italia partecipa allo IAC - International Astronautical Congress 2024 che si svolge a Milano, il 14-18 Ottobre 2024. L'International Astronautical Congress prevede un programma di conferenze scientifiche e uno spazio espositivo dedicati allo Spazio. Un evento che riunisce circa 4.000 attori spaziali provenienti da tutto il mondo. Ogni anno lo IAC cambia paese di svolgimento, tema e organizzatore locale, consentendo a tutti di saperne di più e di far parte della rete spaziale mondiale.	https://www.planetek.it/sites/default/files/social-banners/IAC-2024-1080.jpg	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/08/iac_2024_international_astronautical_congress	2024-08-01T10:43:49+02:00
Planetek Academy 2024: Elaborare immagini satellitari con Python in ambiente cloud	Planetek Academy 2024: Corso gratuito "Elaborare immagini satellitari con Python in ambiente cloud" When: 17-18-19 luglio 2024 c/o SPEGEA - Mete Business School, Parco Politecnico di Bari, Viale Japigia 182/188, Bari. Planetek Academy è un innovativo percorso formativo gratuito promosso e organizzato da Planetek Italia, indirizzato a laureati interessati a potenziare conoscenze e competenze utili ad accedere alle opportunità lavorative nel settore della Geomatica e dell'Earth observation.	https://www.planetek.it/sites/default/files/social-banners/Planetek-Academy-2024-banner-sq.jpg	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/07/planetek_academy_2024_elaborare_immagini_satellitari_con_python_in_ambiente_cloud	2024-07-17T17:44:21+02:00
Planetek Academy 2024: Elaborare immagini satellitari con Python in ambiente cloud	Planetek Academy 2024: Corso gratuito "Elaborare immagini satellitari con Python in ambiente cloud" Dove e Quando: 17-18-19 luglio 2024 c/o SPEGEA - Mete Business School, Parco Politecnico di Bari, Viale Japigia 182/188, Bari. Skyrocket your career! Sono aperte le candidature alla Planetek Academy. Iscriviti e partecipa dal 17 al 19 luglio al corso gratuito di tre giorni (20 ore) "Elaborare immagini satellitari con Python in ambiente cloud" con project work e career day per giovani talenti.	https://www.planetek.it/sites/default/files/social-banners/Planetek-Academy-2024-banner-sq.jpg	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/07/planetek_academy_2024_elaborare_immagini_satellitari_con_python_in_ambiente_cloud	2024-07-17T17:44:21+02:00
